Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
Return Helper: Return Centre ," Automate Returns through a multi-language Branded Portal and 13+ Local Return Centers  # Why Return Helper?

Return Helper is an end-to-end return management solution that optimizes retailers’ return process and aftermarket activities.Focusing on the needs of cross border e-commerce merchants, Return Helper currently connects to 15+ overseas warehouses and 30+ international shipping partners.

# Improve customer loyalty with a branded return page
# Shipping automation and auto-generated return label
# Local warehouses in over 13 countries
# Bulk recall your international returns   # Why Return Helper?

Return Helper is an end-to-end return management solution that optimizes retailers’ return process and aftermarket activities.Focusing on the needs of cross border e-commerce merchants, Return Helper currently connects to 15+ overseas warehouses and 30+ international shipping partners.

# Improve customer loyalty with a branded return page
# Shipping automation and auto-generated return label
# Local warehouses in over 13 countries
# Bulk recall your international returns  more         Support multi-language         Customizable returns page         Customize return reasons         Automate Label Generation         Return notification    ",Rating (5),1,"July 14, 2022","Returns and exchanges, Returns and exchanges",shippinglabel@returnhelper.com
Pre‑Order Helper ," Enable your customers to pre-order your products.  With Pre-Order Helper, invite your customers to easily place preorders & schedule delivery dates on your store. Customize your product & collection pages and track the total items sold in a centralized in-app dashboard. 

Pre-Order Helper also allows you to design your pre-order button according to your brand guidelines.

Don’t miss out on the opportunity to sell out-of-stock or not-available items. Provide an option to your customers to pre-order them and increase your product sales & revenue.   With Pre-Order Helper, invite your customers to easily place preorders & schedule delivery dates on your store. Customize your product & collection pages and track the total items sold in a centralized in-app dashboard. 

Pre-Order Helper also allows you to design your pre-order button according to your brand guidelines.

Don’t miss out on the opportunity to sell out-of-stock or not-available items. Provide an option to your customers to pre-order them and increase your product sales & revenue.  more         Allow your customers to preorder out-of-stock products and their variants.         A centralized analytics dashboard to see ROI and $$$ generated from the app.         Simple design widget to customize preorder buttons, text & style for branding.         Import/Export to enable preorders for multiple specific products / SKUs.         Schedule and ship at a later date.    ",Rating (4.3),9,"June 11, 2019","Pre-orders, Pre-orders",themes@wholesalehelper.io
Preorder and Wholesale • Handy ," Manage Pre-orders and Wholesales in one powerful app  Your useful case with different tools for managing your Web Store. We\'ve carefully put together some essential tools for your store so that instead of multiple apps, you can only install one.   Your useful case with different tools for managing your Web Store. We\'ve carefully put together some essential tools for your store so that instead of multiple apps, you can only install one.  more         Powerful Pre-order management tool: Partial payments, Schedule, Translations         Wholesale tool allows you to set different prices for different customers         Bar tool: Describe the delivery terms, worn your customers about COVID-19 rules    ",Rating (5),1,"November 2, 2021","Pre-orders, Wholesale pricing, Pre-orders, Wholesale pricing",h@ndy.app
Wish Happy Birthday Email , Wish happy birthday emails to your customer with special discounts  Our app is helpful for wishing happy birthday emails to your customer on their birthday with some special discounts. And also you can set multiple templates.   Our app is helpful for wishing happy birthday emails to your customer on their birthday with some special discounts. And also you can set multiple templates.  more         Collect contact details from the order status page and import externally.         Automatic trigger email for wish birthday and increase sale.         Easy to customise email design and birthday signup form.         Multiple email templates    ,Rating (5),2,"June 25, 2020","Email capture, Discounts, Email capture, Discounts",happy.birthday@dragaapps.com
HelloBrand ‑ Shoppable Videos ,"   Add Video Carousels or Floating Videos to your Shopify store and make them shoppable to increase your Sales Conversions:

# What is a Shoppable Video?

Shoppable videos are interactive videos that allow the consumer to make a purchase without having to leave the video. This shortens the consumer decision making and path to the purchase process, which helps increase conversions.

Thanks to HelloBrand, you can create and add Shoppable Videos in less than a minute by uploading any of your videos...   Add Video Carousels or Floating Videos to your Shopify store and make them shoppable to increase your Sales Conversions:

# What is a Shoppable Video?

Shoppable videos are interactive videos that allow the consumer to make a purchase without having to leave the video. This shortens the consumer decision making and path to the purchase process, which helps increase conversions.

Thanks to HelloBrand, you can create and add Shoppable Videos in less than a minute by uploading any of your videos...  more    ",Rating (5),7,"February 14, 2022","Live shopping, Images and media - Other, Live shopping, Images and media - Other",0034687784478
Detective FAQ Chat & Helpdesk  ," The Detective FAQ provides a complete FAQ solution. Create your offline customer support in minutes.  Static FAQ page, product and collection FAQ’s plus a help desk widget. Answers to your customers questions where they can easily find them.   Static FAQ page, product and collection FAQ’s plus a help desk widget. Answers to your customers questions where they can easily find them.  more         FAQ, Chat, Email, and Order Tracking all in an easy to use widget.         An FAQ answers any questions shoppers may have quickly and efficiently.         Add an FAQ to any product or collection to enhance your customers confidence.    ",Rating (4.6),37,"May 14, 2020","Contact form, FAQ, Contact form, FAQ",support@trinityriversoftware.com
Halloween Day Celebration ," Make your store stand out this Halloween by using our last-minute solution for special effects.  Halloween Day Celebration App allows to make your Shopify store Halloween ready with just a few clicks! Decorations falling through the screen on main pages, choose which decorations from dashboard settings. 

Offering Halloween-themed discounts and promotions will help increase conversions while also making your customers happy.

It also has compatibility with your theme and customizable for use with any theme. Plus, different skeleton animations to make any theme look great for Halloween!   Halloween Day Celebration App allows to make your Shopify store Halloween ready with just a few clicks! Decorations falling through the screen on main pages, choose which decorations from dashboard settings. 

Offering Halloween-themed discounts and promotions will help increase conversions while also making your customers happy.

It also has compatibility with your theme and customizable for use with any theme. Plus, different skeleton animations to make any theme look great for Halloween!  more         Show decorations in all public pages or only at home page and header / footer.         Enable or disable a flying skeleton.         Show a custom happy Halloween image in any corner of your store.         Easy setup with light-weight objects to keep your store running smoothly.         Select the features you want from the Application settings to match your store.    ",Rating (4.3),16,"October 1, 2018","Seasonal design, Seasonal design",91-99-04095044
Widgetic (News Headlines) ,"   This app is a bundle of 2 news sliders that are perfect for sharing updates with your customers. There are two options to keep your visitors well informed about company news and launches.

News Headlines - allows you to manually add titles and links. This is useful when you need to share announcements. It can also work as a navigation menu.

News RSS Feed - this app is dynamic and it makes it easy to share the news distributed in RSS format. You can display your latest blog articles for...   This app is a bundle of 2 news sliders that are perfect for sharing updates with your customers. There are two options to keep your visitors well informed about company news and launches.

News Headlines - allows you to manually add titles and links. This is useful when you need to share announcements. It can also work as a navigation menu.

News RSS Feed - this app is dynamic and it makes it easy to share the news distributed in RSS format. You can display your latest blog articles for...  more    ",Rating (5),1,"May 16, 2017","Page builder, Page builder",+34 698 125 976
Keeping ‑ Helpdesk for Gmail ," Keeping is the easiest way to share a support inbox without ever leaving Gmail.  Keeping turns your team\'s Gmail into a fully featured help desk. Manage your customer support email from right inside your Gmail. It’s the ideal solution for eCommerce teams of all sizes to deliver better customer support without having to use an external help desk. When a support request arrives in your shared inbox, Keeping converts it into a support ticket and syncs it with your entire team. Then you can assign, discuss, and prioritize it right inside Gmail.   Keeping turns your team\'s Gmail into a fully featured help desk. Manage your customer support email from right inside your Gmail. It’s the ideal solution for eCommerce teams of all sizes to deliver better customer support without having to use an external help desk. When a support request arrives in your shared inbox, Keeping converts it into a support ticket and syncs it with your entire team. Then you can assign, discuss, and prioritize it right inside Gmail.  more         See your customer\'s order information right inside Gmail.         Sync your support account to your personal or work Gmail.         Advanced reports measure response time, ticket volume, and agent performance.    ",Rating (5),3,"August 19, 2021","Support ticket management, Support - Other, Support ticket management, Support - Other",support@keeping.com
Instagram Hashtag Widget ,"   #Instagram Hashtag Widget  - Showcase what your visitors need to see!
The deprecated Instagram API will stop working from March 2020 so other apps may stop working. This app will not be affected. 

#Intelligent feeds that go above and beyond
Unlike other Instagram Widget applications, our app is capable of pulling instagram posts from anywhere on Instagram. You can connect various sources to scan for posts, such as:

* Your own profile
* A specified hashtag
* A taggable location
* Another...   #Instagram Hashtag Widget  - Showcase what your visitors need to see!
The deprecated Instagram API will stop working from March 2020 so other apps may stop working. This app will not be affected. 

#Intelligent feeds that go above and beyond
Unlike other Instagram Widget applications, our app is capable of pulling instagram posts from anywhere on Instagram. You can connect various sources to scan for posts, such as:

* Your own profile
* A specified hashtag
* A taggable location
* Another...  more    ",Rating (2.3),6,"August 19, 2019","Social media, Page enhancements - Other, Social media, Page enhancements - Other",jack@click.social
HeatMap by Webyze ," Know where your customers click!  HeatMap is a Shopify App that let you track all the clicks your customers do on your store and generates a Heat Map image that shows exactly where your customers click on your store.

These insights can help you identify any problem your customers encounter while using your website such as elements that receive a lot of clicks but that are not interactive or even to find places where your customers click most and rearrange your store to fully take advantage of it potential.   HeatMap is a Shopify App that let you track all the clicks your customers do on your store and generates a Heat Map image that shows exactly where your customers click on your store.

These insights can help you identify any problem your customers encounter while using your website such as elements that receive a lot of clicks but that are not interactive or even to find places where your customers click most and rearrange your store to fully take advantage of it potential.  more         Track where your customers Click and Identify issues your customers face.         Supports all Themes & can filter by device (Desktop, Tablet and Mobile)         Unlimited number of Page Views & All pages are tracked.    ",Rating (1.1),5,"September 27, 2015","Customer analytics, Analytics - Other, Customer analytics, Analytics - Other",support@webyze.com
Thankster Handwritten Cards ,"   # Thankster Handwritten Cards 

* Automatically mail handwritten cards to customers after purchases!
* Handwritten mail has very high open rates
* Easily set minimum purchase amounts to filter sending
* Generate viral goodwill
* Improve customer retention
* Great way to thank customers, or to send promo codes.

Users are inundated with a numbing assault of digital messages, which can go unseen for many reasons. With Thankster for Shopify, you can easily send authentic looking,...   # Thankster Handwritten Cards 

* Automatically mail handwritten cards to customers after purchases!
* Handwritten mail has very high open rates
* Easily set minimum purchase amounts to filter sending
* Generate viral goodwill
* Improve customer retention
* Great way to thank customers, or to send promo codes.

Users are inundated with a numbing assault of digital messages, which can go unseen for many reasons. With Thankster for Shopify, you can easily send authentic looking,...  more    ",Rating (5),3,"October 9, 2018","Offline marketing, Offline marketing",657-888-4265
Like2Have.it ," Create shoppable Instagram galleries you can add to any page on your storefront.  Add one or more Instagram galleries to your homepage, product page or collection pages using your brand IG photos or UGC you curate. You can showcase photos based on your product collections or only product specific galleries on product pages. Drive user engagement and desire with an interactive Instagram gallery that links directly to products for customers to buy.   Add one or more Instagram galleries to your homepage, product page or collection pages using your brand IG photos or UGC you curate. You can showcase photos based on your product collections or only product specific galleries on product pages. Drive user engagement and desire with an interactive Instagram gallery that links directly to products for customers to buy.  more         Showcase beautiful IG galleries on your homepage, collection or product page.         Add product specific galleries on product pages.         Link each IG photo to one or more products shown in the photo.         Add collection specific galleries to any collection page.         Easy install and customization with 2.0 Shopify Themes    ",Rating (5),33,"August 5, 2015","Lookbooks, Image galleries, Lookbooks, Image galleries",support@like2have.it
Hello Announcements ," Welcome your customers & Boost your sales  Welcome your customers on your store and show them announcements, offers, deals and increase your sales. The Hello Announcements App is easy to use and doesn\'t require any form of coding skills. The app automatically gets installed on your store and if you ever decide to uninstall it, no residue code will be left.

The app allows you to easily announce sales, deals and even discount codes. With it many options, you can fully customize the bars including colors, text and even integrate links.   Welcome your customers on your store and show them announcements, offers, deals and increase your sales. The Hello Announcements App is easy to use and doesn\'t require any form of coding skills. The app automatically gets installed on your store and if you ever decide to uninstall it, no residue code will be left.

The app allows you to easily announce sales, deals and even discount codes. With it many options, you can fully customize the bars including colors, text and even integrate links.  more         Welcome your customers and Give them offers = More sales!         Customize the announcement bar colors, button label and target countries.         Easy to use but has powerful options.    ",Rating (5),3,"October 24, 2015","Banners, Banners",support@webyze.com
